name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2023-10-22,16.5,10,13.2,16.5,8.9,13.2,4.8,57.2,0,0,0,,0,0,78.5,25.3,278,1004.2,75.4,16,119.2,10.2,9,10,2023-10-22T07:14:40,2023-10-22T18:05:48,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-10-23,18.6,9.3,13.1,18.6,8.2,12.9,4.5,56.5,0,0,0,,0,0,60.9,14.4,310.9,1019.7,6.8,16,166.8,14.4,7,10,2023-10-23T07:15:47,2023-10-23T18:04:23,0.32,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-10-24,19.3,11,14.8,19.3,11,14.8,7.9,64.5,0,0,0,,0,0,61.2,14.4,200,1027.7,0.8,15.7,136.1,11.8,6,10,2023-10-24T07:16:55,2023-10-24T18:03:00,0.35,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-10-25,23.7,11.7,17,23.7,11.7,17,9,60.8,0,0,0,,0,0,77.8,16.3,249.1,1025.8,1,16,156.9,13.7,6,10,2023-10-25T07:18:03,2023-10-25T18:01:37,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-10-26,26.6,15,20,26.6,15,20,10.6,55.8,0,0,0,,0,0,79.6,14.5,269.3,1023.2,1.1,15.9,164.5,14.3,6,10,2023-10-26T07:19:11,2023-10-26T18:00:16,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-10-27,24.3,16.2,19.4,24.3,16.2,19.4,12.4,64.7,0,0,0,,0,0,72,17.8,271.8,1019.6,2.4,16,73.6,6.5,3,10,2023-10-27T07:20:20,2023-10-27T17:58:56,0.46,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-10-28,27.8,17.9,21.8,28.1,17.9,21.8,14.5,64.5,0,0,0,,0,0,31.7,14.5,254.3,1016.5,28.2,15.8,159.7,13.7,6,10,2023-10-28T07:21:29,2023-10-28T17:57:37,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-10-29,18.9,12.1,13.9,18.9,12.1,13.9,9.8,77.4,0.726,100,58.33,rain,0,0,63,31,39.1,1018.9,93.8,14.9,15.3,1.2,1,10,2023-10-29T07:22:38,2023-10-29T17:56:19,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-10-30,16.1,11.1,13.7,16.1,11.1,13.7,11.1,85,0.672,100,25,rain,0,0,52.7,15.8,1.7,1010.5,97.9,13.6,41.5,3.7,3,10,2023-10-30T07:23:47,2023-10-30T17:55:03,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-10-31,12.7,9.2,10.8,12.7,7.9,10.5,2.9,58.7,0,0,0,,0,0,64.8,22.1,43.7,1017.9,66.3,16,110.4,9.5,6,10,2023-10-31T07:24:57,2023-10-31T17:53:48,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-01,12.6,6.1,9.2,12.6,5,8.1,1,57.8,0.014,100,8.33,rain,0,0,46.4,16.4,345,1018,68.4,15.9,67.9,6,3,10,2023-11-01T07:26:07,2023-11-01T17:52:35,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-02,11.5,3.8,7.3,11.5,1,5.8,-1.5,55.1,0,0,0,,0,0,70.2,19.9,246.5,1031.1,1.4,15.8,154.5,13.2,6,10,2023-11-02T07:27:17,2023-11-02T17:51:22,0.65,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-03,14.9,6.1,10,14.9,4.2,9,2,58.4,0,0,0,,0,0,72,18.2,226.6,1031.2,0.6,16,148.6,12.7,6,10,2023-11-03T07:28:28,2023-11-03T17:50:12,0.69,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-04,15.7,8.9,11.8,15.7,7.1,11.2,4.7,62.2,0,0,0,,0,0,59,15.9,252.7,1023.6,1.5,15.9,89.1,7.7,4,10,2023-11-04T07:29:38,2023-11-04T17:49:03,0.72,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-05,19.2,11.1,13.9,19.2,11.1,13.9,5.6,58.4,0,0,0,,0,0,51.8,10.8,271.9,1017.7,32.9,15.9,100.8,9.2,5,10,2023-11-05T06:30:49,2023-11-05T16:47:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-06,13.3,8.8,11.4,13.3,6.1,10.9,4.8,64.3,0,0,0,,0,0,27.7,20.1,57.1,1019.9,6.3,15.8,107.2,9.2,6,10,2023-11-06T06:32:00,2023-11-06T16:46:49,0.78,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-07,18.3,12.8,14.9,18.3,12.8,14.9,9.6,71.5,0.093,100,12.5,rain,0,0,73.8,17.8,266.3,1009.7,35.6,15.9,55.2,4.7,2,10,2023-11-07T06:33:11,2023-11-07T16:45:44,0.82,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-08,12.8,7.8,10.2,12.8,5.8,9.4,-0.6,48,0,0,0,,0,0,72,17.9,351.5,1017.8,8.3,15.9,140.6,12.3,6,10,2023-11-08T06:34:22,2023-11-08T16:44:41,0.85,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-09,15.5,7.8,12,15.5,5,11.4,5.8,66,0,0,0,,0,0,29.5,16.3,58.5,1013.3,63.2,15.9,49.7,4.4,2,10,2023-11-09T06:35:33,2023-11-09T16:43:40,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-10,12.1,7.9,10.9,12.1,5.6,10.4,2.9,58.9,0,0,0,,0,0,56.6,20.1,263.8,1019.6,39.1,16,24.8,2.2,1,10,2023-11-10T06:36:44,2023-11-10T16:42:41,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-11,14.8,7.2,9.8,14.8,4.4,9,1.7,59.2,0,0,0,,0,0,73.8,16.1,303.3,1026.7,11.6,15.9,118.4,10.2,6,10,2023-11-11T06:37:56,2023-11-11T16:41:43,0.95,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-12,9.8,4.3,7,9.4,0.1,4.9,-1,57.3,0,0,0,,0,0,55.4,20.2,48.2,1031.9,6.8,15.9,106.5,9.3,6,10,2023-11-12T06:39:07,2023-11-12T16:40:47,0.98,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-13,11,4.2,7.5,11,1.6,6,-0.5,57.5,0,0,0,,0,0,59,17.8,219.4,1026.4,29.8,16,124,10.7,6,10,2023-11-13T06:40:18,2023-11-13T16:39:52,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-14,14.2,6.2,9.7,14.2,3.9,8.8,0.9,55.7,0,0,0,,0,0,55.4,13.3,289.6,1025.3,14.2,16,135.4,11.7,6,10,2023-11-14T06:41:29,2023-11-14T16:39:00,0.05,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-15,12.7,6.1,9.2,12.7,4.2,8.6,2.2,62,0,0,0,,0,0,68.4,19.9,238.2,1029.3,0.8,16,106.8,9.1,5,10,2023-11-15T06:42:40,2023-11-15T16:38:10,0.08,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-16,19.9,7.9,12.9,19.9,6,12.2,4.1,57.7,0,0,0,,0,0,68.4,17.8,261.2,1023.9,0.7,16,122.1,10.5,5,10,2023-11-16T06:43:50,2023-11-16T16:37:21,0.12,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-17,18.9,11.2,14.8,18.9,11.2,14.8,9.1,69.1,0,0,0,,0,0,29.5,14.7,246.2,1016.5,2.3,16,101.3,8.8,5,10,2023-11-17T06:45:01,2023-11-17T16:36:34,0.15,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-18,15.7,6.6,12.3,15.7,6.3,12.2,4.2,59.9,0,0,0,,0,0,44.6,10,304.8,1008.2,47,16,71.2,6.1,5,10,2023-11-18T06:46:11,2023-11-18T16:35:49,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-19,13.8,5,9.1,13.8,2.5,8.1,-0.5,51.7,0,0,0,,0,0,72.4,20.1,258.2,1014.2,5.3,16,115.3,10,5,10,2023-11-19T06:47:21,2023-11-19T16:35:07,0.23,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-20,9.8,3.8,6.5,8.3,1,4.2,-4,48,0,0,0,,0,0,64.8,23.5,22.3,1027.8,0.8,16,113.3,9.7,5,10,2023-11-20T06:48:30,2023-11-20T16:34:26,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-21,8.8,3.7,6.5,5.7,-1.3,2.7,1.5,71.1,0.627,100,33.33,rain,0,0,42.7,28.7,55.7,1029.5,46.8,15.3,37,3.4,2,10,2023-11-21T06:49:39,2023-11-21T16:33:47,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-22,14.2,9.3,11.7,14.2,6,11.4,8.4,81.1,2.945,100,33.33,rain,0,0,50.1,26.2,13.8,1006.7,89.1,12.2,82.9,7.1,6,10,2023-11-22T06:50:48,2023-11-22T16:33:11,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-23,13.7,7.8,10.2,13.7,6.1,9.7,2.2,58.6,0,0,0,,0,0,51.8,14.8,285,1011.3,31.1,16,115.7,10.1,5,10,2023-11-23T06:51:56,2023-11-23T16:32:36,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-24,12.6,2.1,8.3,12.6,-0.2,7.2,-2,49.1,0,0,0,,0,0,63,14.6,307.3,1020.9,38.4,16,114.1,9.8,5,10,2023-11-24T06:53:03,2023-11-24T16:32:04,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-25,6.5,1.1,3.4,5.8,-1.9,1.5,-5.7,52,0,0,0,,0,0,76,11.1,290.7,1029.4,0.9,15.9,93.1,8.1,5,10,2023-11-25T06:54:10,2023-11-25T16:31:34,0.44,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-26,11.7,3.3,7.3,11.7,0.9,5.7,2.9,74,0.261,100,33.33,rain,0,0,43.9,28.7,51.5,1020,65.8,14.8,44.8,3.7,3,10,2023-11-26T06:55:16,2023-11-26T16:31:05,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-27,12.9,3.3,8.5,12.9,-1,6.6,2.8,69.2,0.195,100,8.33,rain,0,0,38.9,22.4,263.2,1007,56.7,15.6,68.7,5.9,5,10,2023-11-27T06:56:22,2023-11-27T16:30:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-28,5.6,0.7,2.8,4.2,-4.9,-0.5,-7.1,48.4,0,0,0,,0,0,67.1,27.4,271.5,1012.2,21.1,16,71.9,6.1,5,10,2023-11-28T06:57:27,2023-11-28T16:30:16,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-29,3.8,-1.7,1,-0.2,-7.1,-3.9,-7.6,53.6,0,0,0,,0,0,77.8,26.2,255.7,1019.3,20.7,16,112,9.6,5,10,2023-11-29T06:58:31,2023-11-29T16:29:54,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-11-30,11.6,1.7,6.3,11.6,-2.3,3.8,-3.2,51.1,0,0,0,,0,0,68.4,20.1,252.4,1020.6,12.6,16,102.2,8.9,5,10,2023-11-30T06:59:34,2023-11-30T16:29:35,0.61,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-01,8.8,5.7,7.2,7.7,3,5.5,3.1,75.9,0.625,100,33.33,rain,0,0,72.2,14.7,238.7,1020.7,47.4,14.7,32.5,2.7,2,10,2023-12-01T07:00:36,2023-12-01T16:29:18,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-02,14.4,8.3,10.2,14.4,6.2,9.4,7.8,85.5,0,0,0,,0,0,18.4,12.6,265.6,1016.6,56.5,11.4,77.5,6.8,5,10,2023-12-02T07:01:37,2023-12-02T16:29:04,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-03,10.6,8.9,9.5,10.6,5.8,8.3,8.3,92.2,0.904,100,70.83,rain,0,0,36.4,27.5,46.1,1009.6,98.4,9.6,10.4,1,1,10,2023-12-03T07:02:37,2023-12-03T16:28:51,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-04,11.2,6.7,8.7,11.2,4.1,7.3,3.4,70.5,0,0,0,,0,0,92.5,32.7,265.1,1008.7,17.5,16,85.6,7.4,5,10,2023-12-04T07:03:36,2023-12-04T16:28:41,0.73,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-05,6.7,4.3,5.7,5.6,2.4,3.9,-2.2,57.4,0,0,0,,0,0,66.6,14.2,301,1016.3,27.8,16,63,5.5,3,10,2023-12-05T07:04:34,2023-12-05T16:28:33,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-06,6.6,2.2,4.3,5,-0.7,2.1,-3.2,58.6,0,0,0,,0,0,43.7,17.9,9.5,1016.1,74.1,16,67.3,5.7,5,10,2023-12-06T07:05:30,2023-12-06T16:28:28,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-07,4.3,1.1,2.6,2,-2.9,-0.6,-3.5,64.8,0,0,0,,0,0,72,18.3,262.1,1017.4,62.1,15.9,33.8,3.1,2,10,2023-12-07T07:06:25,2023-12-07T16:28:25,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-08,11.1,3.9,7,11.1,0.7,5.5,1,66.6,0,0,0,,0,0,68.4,13,229.6,1021.8,29.5,16,87.4,7.5,5,10,2023-12-08T07:07:19,2023-12-08T16:28:24,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-09,15,7.8,10.5,15,5.8,10.1,6.6,77.3,0,0,0,,0,0,14.8,10.9,24.1,1022.5,12.9,15.6,80,7,4,10,2023-12-09T07:08:12,2023-12-09T16:28:25,0.9,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-10,15.1,10.6,13.5,15.1,10.6,13.5,11.1,85.9,1.438,100,45.83,rain,0,0,59.4,18.1,225.6,1012.3,93.2,14.2,18.2,1.6,2,10,2023-12-10T07:09:03,2023-12-10T16:28:29,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-11,10,3.8,6.2,10,1.8,4.6,1.2,72.1,0.873,100,41.67,rain,0,0,63,13.6,301.2,1010.7,80.5,15.2,40.4,3.4,2,10,2023-12-11T07:09:53,2023-12-11T16:28:35,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-12,7.8,2.8,5,4.6,-1.1,1.8,-3.6,54.5,0,0,0,,0,0,70.2,23.6,254.1,1028.5,24.7,16,105.3,9.3,5,10,2023-12-12T07:10:41,2023-12-12T16:28:43,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-13,9.9,3.4,5.8,7.2,0.4,3.5,-4.1,50.9,0,0,0,,0,0,72.4,25.8,264.1,1031.8,5.5,16,101.3,8.7,5,10,2023-12-13T07:11:27,2023-12-13T16:28:54,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-14,6.6,1.6,3.8,4.3,-1.6,1.1,-6.2,48.8,0,0,0,,0,0,70.5,20.3,267.7,1036.7,9.7,16,114.5,10,6,10,2023-12-14T07:12:12,2023-12-14T16:29:07,0.06,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-15,15.6,2.9,7.9,15.6,-1.1,6,-2.6,48.6,0,0,0,,0,0,73,20.1,256.7,1028.7,0.7,16,102.3,8.8,5,10,2023-12-15T07:12:55,2023-12-15T16:29:22,0.1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-16,13.3,7.3,9.8,13.3,5.2,8.7,1.7,57.8,0,0,0,,0,0,29.5,23.7,45.8,1031.5,10.3,15.9,96,8.4,4,10,2023-12-16T07:13:37,2023-12-16T16:29:39,0.13,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-17,13.4,8.3,10.7,13.4,5.5,9.5,8.2,84.4,0.184,100,29.17,rain,0,0,42.5,27.1,45.1,1022.1,100,15.4,24.2,2.1,1,10,2023-12-17T07:14:16,2023-12-17T16:29:59,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-18,15.7,6.2,11.7,15.7,2.8,10.5,8.4,81.2,3.124,100,58.33,rain,0,0,56.8,31,249.3,992.9,76.1,11.1,35.6,3.1,4,10,2023-12-18T07:14:54,2023-12-18T16:30:20,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-19,7.7,1.1,4.4,6.6,-1.8,1.4,-3.3,58.1,0,0,0,,0,0,76.2,21.8,273.9,1015.1,40.4,15.9,120,10.4,6,10,2023-12-19T07:15:30,2023-12-19T16:30:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-20,8.7,0,3.5,7.5,-3.2,1.5,-5.1,54.1,0,0,0,,0,0,76,16.6,314.8,1028,30.3,16,96.5,8.4,5,10,2023-12-20T07:16:04,2023-12-20T16:31:10,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-21,7.7,1,3.9,5.4,-2.7,1.4,-4.6,54.7,0,0,0,,0,0,35.3,20.3,28.7,1030.1,0.4,15.7,98.8,8.5,5,10,2023-12-21T07:16:36,2023-12-21T16:31:39,0.31,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-22,4.9,-2.2,1,2.8,-6.7,-0.9,-8.5,50.2,0,0,0,,0,0,70.2,20.2,340.9,1032.1,3.2,16,89.3,7.6,5,10,2023-12-22T07:17:06,2023-12-22T16:32:09,0.35,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-23,6.7,2.1,4.4,6.1,-0.5,2.3,-3.1,59.2,0,0,0,,0,0,14.8,16.1,46.9,1032.2,72.4,16,37.5,3.1,2,10,2023-12-23T07:17:34,2023-12-23T16:32:41,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-24,7.9,5.6,6.6,7.2,2.7,5.8,3.7,81.8,0.033,100,12.5,rain,0,0,11.2,14,280.2,1030.1,98.4,15.9,34.3,3,2,10,2023-12-24T07:18:00,2023-12-24T16:33:16,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-25,8.9,6.2,7.5,8.8,3.3,6.1,5.6,87.3,0,0,0,,0,0,13,14.5,53.1,1030.4,88.2,12.6,34.3,3,2,10,2023-12-25T07:18:24,2023-12-25T16:33:52,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-26,8.5,6.7,7.4,8.4,3.9,6.3,5.7,88.8,0,0,0,,0,0,11.2,14.3,70.8,1026.4,91.5,7.6,37,3.2,2,10,2023-12-26T07:18:46,2023-12-26T16:34:30,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-27,9.3,6.7,7.8,7.2,4.8,6,6.3,89.8,0.298,100,25,rain,0,0,35.3,25.3,46.2,1018.2,97.6,12.5,28.5,2.5,2,10,2023-12-27T07:19:05,2023-12-27T16:35:10,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-28,11.7,8.9,10.1,11.7,5.3,9,8.6,90.5,2.085,100,62.5,rain,0,0,47.1,37.9,39.5,1005.7,100,10.9,15.4,1.3,1,10,2023-12-28T07:19:23,2023-12-28T16:35:52,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-29,12.2,7.9,9.5,12.2,6.8,8.9,6.3,81.8,0.04,100,12.5,rain,0,0,44.6,21.3,260.4,1005,84.5,12.7,87.7,7.4,5,10,2023-12-29T07:19:38,2023-12-29T16:36:36,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-30,7.9,3.9,6,6.6,0.3,3.3,0.2,66.5,0,0,0,,0,0,78.6,32.4,270.2,1005,66.9,16,43.4,3.8,3,10,2023-12-30T07:19:51,2023-12-30T16:37:22,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2023-12-31,6.2,4.3,5.5,5,1,3.6,-2.7,55.8,0,0,0,,0,0,38.9,18.2,268.3,1014.8,96.7,16,31.9,2.6,2,10,2023-12-31T07:20:02,2023-12-31T16:38:09,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
